SYSET	Word	W1	W2	DEF_SYNT
100736989	ruffianism	lawless	behavior	 (S1 (NP (JJ violent)(NN lawless)(NN behavior)))# 
101176335	ruffle	noisy	fight	 (S1 (NP (DT a)(NN noisy)(NN fight)))# 
104118021	rug	floor	covering	 (S1 (NP (NP (NN floor)(NN covering))(VP (VBG consisting)(PP (IN of)(NP (NP (DT a)(NN piece))(PP (IN of)(NP (NP (JJ thick)(JJ heavy)(NN fabric))(PRN (-LRB- -LRB-)(PP (ADVP (RB usually))(IN with)(NP (NN nap)(CC or)(NN pile)))(-RRB- -RRB-)))))))))# 
100495331	rum	card	game	 (S1 (NP (NP (DT a)(NN card)(NN game))(VP (VBN based)(PP (IN on)(S (VP (VBG collecting)(NP (NNS sets)(CC and)(NNS sequences))))))))# 
100537085	rumba	ballroom	dance	 (S1 (NP (NP (DT a)(NN ballroom)(NN dance))(VP (VBN based)(PP (IN on)(NP (DT the)(JJ Cuban)(NN folk)(NN dance))))))# 
100495331	rummy	card	game	 (S1 (NP (NP (DT a)(NN card)(NN game))(VP (VBN based)(PP (IN on)(S (VP (VBG collecting)(NP (NNS sets)(CC and)(NNS sequences))))))))# 
110037385	rummy	chronic	drinker	 (S1 (NP (DT a)(NN chronic)(NN drinker)))# 
107460104	run	race	run	 (S1 (NP (NP (DT a)(NN race)(NN run))(PP (IN on)(NP (NN foot)))))# 
111274714	Ruskin	art	critic	 (S1 (NP (NP (JJ British)(NN art)(NN critic))(PRN (-LRB- -LRB-)(NP (CD 1819-1900))(-RRB- -RRB-))))# 
111275636	Russell	film	director	 (S1 (NP (NP (JJ English)(NN film)(NN director))(PRN (-LRB- -LRB-)(VP (VBN born)(PP (IN in)(NP (CD 1927))))(-RRB- -RRB-))))# 
114277655	rust	plant	disease	 (S1 (NP (NP (DT a)(NN plant)(NN disease))(SBAR (WHNP (WDT that))(S (VP (VP (VBZ produces)(NP (NP (DT a)(JJ reddish-brown)(NN discoloration))(PP (IN of)(NP (NNS leaves)))))(CC and)(VP (VBZ stems)))))))# 
104121426	rya	shag	rug	 (S1 (NP (NP (DT a)(NN shag)(NN rug))(VP (VBN made)(PP (IN in)(NP (NNP Sweden))))))# 
104259468	sabaton	armor	plate	 (S1 (NP (NP (NN armor)(NN plate))(SBAR (WHNP (WDT that))(S (VP (VBZ protects)(NP (DT the)(NN foot)))))))# 
113185820	Sadleria	tree	ferns	 (S1 (NP (NP (JJ low)(NN tree)(NNS ferns))(PP (IN with)(NP (JJ large)(NNS fronds)))))# 
107792383	sailfish	saltwater	fish	 (S1 (NP (NP (DT a)(NN saltwater)(NN fish))(PP (IN with)(NP (JJ lean)(NN flesh)))))# 
103975926	salamander	fire	iron	 (S1 (NP (NP (NN fire)(NN iron))(VP (VBG consisting)(PP (IN of)(NP (NP (DT a)(NN metal)(NN rod))(PP (IN with)(NP (DT a)(VB handle))))))))# 
110548419	salesgirl	woman	salesperson	 (S1 (NP (DT a)(NN woman)(NN salesperson)))# 
110548419	saleslady	woman	salesperson	 (S1 (NP (DT a)(NN woman)(NN salesperson)))# 
110548537	salesman	man	salesperson	 (S1 (NP (DT a)(NN man)(NN salesperson)))# 
110548419	saleswoman	woman	salesperson	 (S1 (NP (DT a)(NN woman)(NN salesperson)))# 
112958772	Salviniaceae	water	ferns	 (S1 (NP (NN water)(NNS ferns)))# 
104133346	sampler	observation	station	 (S1 (NP (NP (DT an)(NN observation)(NN station))(SBAR (WHNP (WDT that))(S (VP (AUX is)(VP (VBN set)(PRT (RP up))(S (VP (TO to)(VP (VB make)(NP (NP (NN sample)(NNS observations))(PP (IN of)(NP (NN something)))))))))))))# 
111643506	sandarac	fragrant	wood	 (S1 (NP (JJ durable)(NN fragrant)(NN wood)))# 
103250588	sander	power	tool	 (S1 (NP (NP (DT a)(NN power)(NN tool))(VP (VBN used)(PP (IN for)(NP (JJ sanding)(NN wood))))))# 
106906028	Sango	trade	language	 (S1 (NP (NP (DT a)(NN trade)(NN language))(VP (ADVP (RB widely))(VBN used)(PP (IN in)(NP (NNP Chad))))))# 
113552858	saponification	chemical	reaction	 (S1 (NP (NP (DT a)(NN chemical)(NN reaction))(SBAR (WHPP (IN in)(WHNP (WDT which)))(S (NP (DT an)(NN ester))(VP (AUX is)(ADJP (JJ heated)(PP (IN with)(NP (NP (DT an)(NN alkali))(PRN (-LRB- -LRB-)(ADVP (RB especially))(NP (NP (DT the)(JJ alkaline)(NN hydr
114190132	sapraemia	blood	poisoning	 (S1 (NP (NP (NN blood)(NN poisoning))(VP (VBN caused)(PP (IN by)(NP (JJ putrefactive)(NNS bacteria))))))# 
114190132	sapremia	blood	poisoning	 (S1 (NP (NP (NN blood)(NN poisoning))(VP (VBN caused)(PP (IN by)(NP (JJ putrefactive)(NNS bacteria))))))# 
112259615	Sarcodes	snow	plant	 (S1 (NP (NN snow)(NN plant)))# 
104136045	sarcophagus	stone	coffin	 (S1 (NP (NP (DT a)(NN stone)(NN coffin))(PRN (-LRB- -LRB-)(ADVP (RB usually))(NP (NP (NN bearing)(NN sculpture))(CC or)(NP (NNS inscriptions)))(-RRB- -RRB-))))# 
112779437	Sarracenia	pitcher	plants	 (S1 (NP (NN pitcher)(NNS plants)))# 
112715408	satinwood	West	Indian	 (S1 (NP (NP (NNP West)(NNP Indian))(NP (NP (NN tree))(PP (IN with)(NP (NP (JJ smooth)(NN lustrous))(CC and)(NP (RB slightly)(JJ oily)(NN wood)))))))# 
101708998	sauropod	land	animal	 (S1 (NP (ADJP (JJS largest)(VBN known))(NN land)(NN animal)))# 
103996145	saw	power	tool	 (S1 (NP (NP (DT a)(NN power)(NN tool))(PP (IN for)(S (VP (VBG cutting)(NP (NN wood)))))))# 
106629610	sayonara	farewell	remark	 (S1 (NP (DT a)(NN farewell)(NN remark)))# 
104141975	scale	measuring	instrument	 (S1 (NP (NP (DT a)(NN measuring)(NN instrument))(PP (IN for)(NP (VBG weighing)))))# 
104142999	scanner	radar	dish	 (S1 (NP (NP (DT a)(NN radar)(NN dish))(SBAR (WHNP (WDT that))(S (VP (VBZ rotates)(CC or)(VBZ oscillates)(SBAR (IN in)(NN order)(S (VP (TO to)(VP (VB scan)(NP (DT a)(JJ broad)(NN area)))))))))))# 
104142731	scanner	radio	receiver	 (S1 (NP (NP (DT a)(NN radio)(NN receiver))(SBAR (WHNP (WDT that))(S (VP (VBZ moves)(ADVP (RB automatically))(PP (IN across)(NP (NP (DT some)(VBN selected)(NN range))(PP (IN of)(NP (NP (NNS frequencies))(VP (VBG looking)(PP (IN for)(NP (NP (DT some)(NN si
101941223	scaphopod	marine	mollusk	 (S1 (NP (JJ burrowing)(NN marine)(NN mollusk)))# 
115020628	scavenger	chemical	agent	 (S1 (NP (NP (DT a)(NN chemical)(NN agent))(SBAR (WHNP (WDT that))(S (VP (AUX is)(VP (VBN added)(PP (TO to)(NP (NP (DT a)(JJ chemical)(NN mixture))(SBAR (S (VP (TO to)(VP (VB counteract)(NP (NP (DT the)(NNS effects))(PP (IN of)(NP (NNS impurities)))))))))
102215496	Sceliphron	mud	daubers	 (S1 (NP (NN mud)(NNS daubers)))# 
104145417	scheduler	computer	hardware	 (S1 (NP (NP (NN computer)(NN hardware))(SBAR (WHNP (WDT that))(S (VP (VBZ arranges)(S (NP (NNS jobs))(VP (TO to)(VP (AUX be)(VP (AUX done)(PP (IN by)(NP (NP (DT the)(NN computer))(PP (IN in)(NP (DT an)(JJ appropriate)(NN order))))))))))))))# 
115203229	school	time	period	 (S1 (NP (NP (DT the)(NN time)(NN period))(SBAR (WHADVP (WRB when))(S (NP (NN school))(VP (AUX is)(PP (IN in)(NP (NN session))))))))# 
110559840	schoolma'am	woman	schoolteacher	 (S1 (NP (NP (DT a)(NN woman)(NN schoolteacher))(PRN (-LRB- -LRB-)(ADVP (RB especially))(NP (NP (CD one))(VP (VBN regarded)(PP (IN as)(ADJP (JJ strict)))))(-RRB- -RRB-))))# 
110559840	schoolmarm	woman	schoolteacher	 (S1 (NP (NP (DT a)(NN woman)(NN schoolteacher))(PRN (-LRB- -LRB-)(ADVP (RB especially))(NP (NP (CD one))(VP (VBN regarded)(PP (IN as)(ADJP (JJ strict)))))(-RRB- -RRB-))))# 
110559840	schoolmistress	woman	schoolteacher	 (S1 (NP (NP (DT a)(NN woman)(NN schoolteacher))(PRN (-LRB- -LRB-)(ADVP (RB especially))(NP (NP (CD one))(VP (VBN regarded)(PP (IN as)(ADJP (JJ strict)))))(-RRB- -RRB-))))# 
115203229	schooltime	time	period	 (S1 (NP (NP (DT the)(NN time)(NN period))(SBAR (WHADVP (WRB when))(S (NP (NN school))(VP (AUX is)(PP (IN in)(NP (NN session))))))))# 
100728641	schoolwork	school	task	 (S1 (NP (NP (DT a)(NN school)(NN task))(VP (VBN performed)(PP (IN by)(NP (NP (DT a)(NN student))(SBAR (S (VP (TO to)(VP (VB satisfy)(NP (DT the)(NN teacher)))))))))))# 
104147183	schooner	sailing	vessel	 (S1 (NP (NP (NN sailing)(NN vessel))(VP (VBN used)(PP (IN in)(NP (JJ former)(NNS times))))))# 
111286354	Schopenhauer	pessimist	philosopher	 (S1 (NP (NP (JJ German)(NN pessimist)(NN philosopher))(PRN (-LRB- -LRB-)(NP (CD 1788-1860))(-RRB- -RRB-))))# 
111660121	Sciadopitys	umbrella	pines	 (S1 (NP (JJ Japanese)(NN umbrella)(NNS pines)))# 
102593863	Sciaenidae	marine	fishes	 (S1 (NP (NP (JJ warm-water)(NN marine)(NNS fishes))(PP (VBG including)(NP (NP (DT the)(NNS drums)(CC and)(NNS grunts))(CC and)(NP (NNS croakers)(CC and)(NN sea)(NNS trout))))))# 
102204460	Sciaridae	fungus	gnats	 (S1 (NP (NN fungus)(NNS gnats)))# 
104148054	scissors	edge	tool	 (S1 (NP (NP (DT an)(NN edge)(NN tool))(VP (AUXG having)(NP (CD two)(VBN crossed)(NN pivoting)(NNS blades)))))# 
100814665	scissors	wrestling	hold	 (S1 (NP (NP (DT a)(NN wrestling)(NN hold))(SBAR (WHPP (IN in)(WHNP (WDT which)))(S (NP (PRP you))(VP (VP (VB wrap)(NP (PRP your)(NNS legs))(PP (IN around)(NP (NP (DT the)(NNS opponents)(NN body))(CC or)(NP (NN head)))))(CC and)(VP (VB put)(NP (PRP your)(
114232460	scleredema	skin	disease	 (S1 (NP (NP (DT a)(NN skin)(NN disease))(VP (VBN marked)(PP (IN by)(NP (NP (JJ hard)(NN edema))(PP (IN of)(NP (NP (DT the)(NN tissue))(VP (ADVP (RB usually))(VBG beginning)(PP (IN in)(NP (DT the)(NN face)))))))))))# 
104148285	sclerometer	measuring	instrument	 (S1 (NP (NP (DT a)(NN measuring)(NN instrument))(SBAR (WHNP (WDT that))(S (VP (VBZ measures)(NP (NP (DT the)(NN hardness))(PP (IN of)(NP (NNS materials))))(PP (IN by)(S (VP (VBG penetrating)(NP (PRP them))(PP (IN with)(NP (NP (DT a)(NN stylus))(SBAR (WHN
106683183	scoop	news	report	 (S1 (NP (NP (DT a)(NN news)(NN report))(SBAR (WHNP (WDT that))(S (VP (AUX is)(VP (VBN reported)(ADVP (RB first))(PP (IN by)(NP (CD one)(NN news)(NN organization)))))))))# 
114282107	scorch	plant	disease	 (S1 (NP (NP (DT a)(NN plant)(NN disease))(SBAR (WHNP (WDT that))(S (VP (VBZ produces)(NP (NP (DT a)(UCP (NNP browning)(CC or)(JJ scorched))(NN appearance))(PP (IN of)(NP (NN plant)(NNS tissues)))))))))# 
102097298	Scottie	old	Scottish	 (S1 (NP (NP (NNP old)(NNP Scottish))(NP (NP (NN breed))(PP (IN of)(NP (NP (JJ small)(JJ long-haired)(ADJP (RB usually)(JJ black))(NN terrier))(PP (IN with)(NP (NP (VB erect)(NN tail))(CC and)(NP (NNS ears)))))))))# 
110540984	scouter	adult	member	 (S1 (NP (NP (DT an)(NN adult)(NN member))(PP (IN of)(NP (DT the)(NNP Boy)(NNPS Scouts)(NN movement)))))# 
100502161	Scrabble	board	game	 (S1 (NP (NP (DT a)(NN board)(NN game))(SBAR (WHPP (IN in)(WHNP (WDT which)))(S (NP (NNS words))(VP (AUX are)(VP (VBN formed)(PP (IN from)(NP (NNS letters)))(PP (IN in)(NP (NP (NNS patterns))(ADJP (JJ similar)(PP (TO to)(NP (DT a)(JJ crossword)(NN puzzle)
107123012	scream	piercing	cry	 (S1 (NP (JJ sharp)(NN piercing)(NN cry)))# 
107123012	screaming	piercing	cry	 (S1 (NP (JJ sharp)(NN piercing)(NN cry)))# 
107123012	screech	piercing	cry	 (S1 (NP (JJ sharp)(NN piercing)(NN cry)))# 
107123012	screeching	piercing	cry	 (S1 (NP (JJ sharp)(NN piercing)(NN cry)))# 
104154565	screwdriver	hand	tool	 (S1 (NP (NP (DT a)(NN hand)(NN tool))(PP (IN for)(NP (VBG driving)(NNS screws)))))# 
110565951	scullion	kitchen	servant	 (S1 (NP (NP (DT a)(NN kitchen)(NN servant))(VP (VBN employed)(S (VP (TO to)(VP (AUX do)(NP (JJ menial)(NNS tasks))(PRN (-LRB- -LRB-)(ADJP (RB especially)(VBG washing))(-RRB- -RRB-))))))))# 
110566893	sculptress	woman	sculptor	 (S1 (NP (DT a)(NN woman)(NN sculptor)))# 
107759576	scuppernong	muscadine	grape	 (S1 (NP (NP (JJ amber-green)(NN muscadine)(NN grape))(PP (IN of)(NP (JJ southeastern)(NNP United)(NNPS States)))))# 
101783571	Scutigerella	garden	centipedes	 (S1 (NP (NN garden)(NNS centipedes)))# 
104158250	scythe	edge	tool	 (S1 (NP (NP (DT an)(NN edge)(NN tool))(PP (IN for)(S (VP (VBG cutting)(NP (NN grass)))))))# 
104162706	seatbelt	safety	belt	 (S1 (NP (NP (DT a)(NN safety)(NN belt))(VP (VBN used)(PP (IN in)(NP (DT a)(NN car)(CC or)(NN plane)))(S (VP (TO to)(VP (VB hold)(NP (PRP you))(PP (IN in)(NP (PRP your)(NN seat)))(PP (IN in)(NP (NP (NN case))(PP (IN of)(NP (DT an)(NN accident)))))))))))# 
113613504	section	land	unit	 (S1 (NP (NP (DT a)(NN land)(NN unit))(ADJP (JJ equal)(PP (TO to)(NP (CD 1)(JJ square)(NN mile))))))# 
104165551	sector	measuring	instrument	 (S1 (NP (NP (NN measuring)(NN instrument))(VP (VBG consisting)(PP (IN of)(NP (NP (CD two)(VBN graduated)(NNS arms))(VP (VBN hinged)(PP (IN at)(NP (CD one)(NN end)))))))))# 
104167228	seeder	kitchen	utensil	 (S1 (NP (NP (DT a)(NN kitchen)(NN utensil))(SBAR (WHNP (WDT that))(S (VP (VBZ removes)(NP (NNS seeds))(PP (IN from)(NP (NN fruit))))))))# 
107936979	seltzer	mineral	water	 (S1 (NP (ADJP (RB naturally)(JJ effervescent))(NN mineral)(NN water)))# 
108439369	selva	rain	forest	 (S1 (NP (NP (DT a)(NN rain)(NN forest))(PP (IN in)(NP (DT a)(JJ tropical)(NN area)))))# 
104171373	semi-abstraction	semiabstract	painting	 (S1 (NP (DT a)(NN semiabstract)(NN painting)))# 
104936585	semifluidity	property	midway	 (S1 (NP (NP (DT a)(NN property)(NN midway))(PP (IN between)(NP (NP (DT a)(JJ solid))(CC and)(NP (DT a)(JJ liquid))))))# 
104172607	sensitometer	measuring	instrument	 (S1 (NP (NP (DT a)(NN measuring)(NN instrument))(PP (IN for)(S (VP (VBG measuring)(NP (NP (DT the)(JJ light)(NN sensitivity))(PP (IN of)(NP (NN film))))(PP (IN over)(NP (NP (DT a)(NN range))(PP (IN of)(NP (NNS exposures))))))))))# 
107451687	sepulture	ritual	placing	 (S1 (NP (NP (DT the)(NN ritual)(NN placing))(PP (IN of)(NP (NP (DT a)(NN corpse))(PP (IN in)(NP (DT a)(NN grave)))))))# 
104173344	sequencer	computer	hardware	 (S1 (NP (NP (NN computer)(NN hardware))(SBAR (WHNP (IN that))(S (VP (NNS sorts)(NP (NNS data)(CC or)(NNS programs))(PP (IN into)(NP (DT a)(VBN predetermined)(NN sequence))))))))# 
102565728	Serranidae	sea	perches	 (S1 (NP (NNP sea)(NNP perches)))# 
104176295	servo	control	system	 (S1 (NP (NP (NN control)(NN system))(SBAR (WHNP (WDT that))(S (VP (VBZ converts)(NP (DT a)(JJ small)(JJ mechanical)(NN motion))(PP (IN into)(NP (NP (CD one))(VP (VBG requiring)(NP (ADJP (RB much)(JJR greater))(NN power))))))))))# 
104176295	servomechanism	control	system	 (S1 (NP (NP (NN control)(NN system))(SBAR (WHNP (WDT that))(S (VP (VBZ converts)(NP (DT a)(JJ small)(JJ mechanical)(NN motion))(PP (IN into)(NP (NP (CD one))(VP (VBG requiring)(NP (ADJP (RB much)(JJR greater))(NN power))))))))))# 
104176295	servosystem	control	system	 (S1 (NP (NP (NN control)(NN system))(SBAR (WHNP (WDT that))(S (VP (VBZ converts)(NP (DT a)(JJ small)(JJ mechanical)(NN motion))(PP (IN into)(NP (NP (CD one))(VP (VBG requiring)(NP (ADJP (RB much)(JJR greater))(NN power))))))))))# 
103953743	setting	table	service	 (S1 (NP (NP (DT a)(NN table)(NN service))(PP (IN for)(NP (CD one)(NN person)))))# 
100492497	sevens	card	game	 (S1 (NP (NP (DT a)(NN card)(NN game))(SBAR (WHPP (IN in)(WHNP (WDT which)))(S (NP (PRP you))(VP (VBP play)(NP (PRP your)(NX (NX (NNS sevens))(CC and)(NX (JJ other)(NNS cards))))(PP (IN in)(NP (NP (NN sequence))(PP (IN in)(NP (NP (DT the)(JJ same)(NN suit
114856893	sewage	waste	matter	 (S1 (NP (NP (NN waste)(NN matter))(VP (VBD carried)(PRT (RP away))(PP (IN in)(NP (NP (NNS sewers))(CC or)(NP (VBZ drains)))))))# 
104179126	sewer	waste	pipe	 (S1 (NP (NP (DT a)(NN waste)(NN pipe))(SBAR (WHNP (WDT that))(S (VP (VBZ carries)(PRT (RP away))(NP (NN sewage)(CC or)(NN surface)(NN water)))))))# 
114856893	sewerage	waste	matter	 (S1 (NP (NP (NN waste)(NN matter))(VP (VBD carried)(PRT (RP away))(PP (IN in)(NP (NP (NNS sewers))(CC or)(NP (VBZ drains)))))))# 
104179126	sewerage	waste	pipe	 (S1 (NP (NP (DT a)(NN waste)(NN pipe))(SBAR (WHNP (WDT that))(S (VP (VBZ carries)(PRT (RP away))(NP (NN sewage)(CC or)(NN surface)(NN water)))))))# 
104180888	sextant	measuring	instrument	 (S1 (NP (NP (DT a)(NN measuring)(NN instrument))(PP (IN for)(S (VP (VBG measuring)(NP (NP (DT the)(JJ angular)(NN distance))(PP (IN between)(NP (JJ celestial)(NNS objects)))))))))# 
102530421	shad	food	fishes	 (S1 (NP (NP (JJ herring-like)(NN food)(NNS fishes))(SBAR (WHNP (WDT that))(S (VP (VB migrate)(PP (PP (IN from)(NP (DT the)(NN sea)))(PP (TO to)(NP (NP (JJ fresh)(NN water))(SBAR (S (VP (TO to)(VP (VB spawn)))))))))))))# 
115039445	shake	building	material	 (S1 (NP (NP (NN building)(NN material))(VP (VBN used)(PP (IN as)(NP (NN siding)(CC or)(NN roofing))))))# 
102613572	shanny	scaleless	blenny	 (S1 (NP (JJ European)(NN scaleless)(NN blenny)))# 
108652036	shantytown	city	district	 (S1 (NP (NP (DT a)(NN city)(NN district))(VP (VBN inhabited)(PP (IN by)(NP (NP (NNS people))(VP (VBG living)(PP (IN in)(NP (NNS huts)(CC and)(NNS shanties)))))))))# 
104184435	shaper	machine	tool	 (S1 (NP (NP (DT a)(NN machine)(NN tool))(PP (IN for)(S (VP (VBG shaping)(NP (NN metal)(CC or)(NN wood)))))))# 
110586903	shaver	adult	male	 (S1 (NP (NP (DT an)(NN adult)(NN male))(SBAR (WHNP (WP who))(S (VP (VBZ shaves))))))# 
107888378	shebeen	drinking	establishment	 (S1 (NP (JJ unlicensed)(NN drinking)(NN establishment)))# 
104188179	sheet	bed	linen	 (S1 (NP (NP (NN bed)(NN linen))(VP (VBG consisting)(PP (IN of)(NP (NP (DT a)(JJ large)(JJ rectangular)(NN piece))(PP (IN of)(NP (NN cotton)(CC or)(NN linen)(NN cloth))))))))# 
110589066	shepherdess	woman	shepherd	 (S1 (NP (DT a)(NN woman)(NN shepherd)))# 
104192521	Sheraton	furniture	style	 (S1 (NP (NP (DT a)(NN furniture)(NN style))(SBAR (WHNP (WDT that))(S (VP (VBP originated)(PP (IN in)(NP (NNP England)))(PP (IN around)(NP (CD 1800))))))))# 
111297756	Sherman	American	Revolutionary	 (S1 (NP (NP (NNP American)(NNP Revolutionary))(NP (NP (NN leader))(CC and)(NP (NP (NN signer))(PP (IN of)(NP (NP (NP (DT the)(NNP Declaration))(PP (IN of)(NP (NNP Independence))))(CC and)(NP (NP (DT the)(NNS Articles))(PP (IN of)(NP (NP (NNP Confederatio
115291801	shift	time	period	 (S1 (NP (NP (DT the)(NN time)(NN period))(SBAR (WHPP (IN during)(WHNP (WDT which)))(S (NP (PRP you))(VP (AUX are)(PP (IN at)(NP (NN work))))))))# 
102624551	shiner	food	fish	 (S1 (NP (NP (JJ important)(NN food)(NN fish))(PP (IN of)(NP (DT the)(JJ northern)(NNP Atlantic)(CC and)(NNP Mediterranean)))))# 
115039445	shingle	building	material	 (S1 (NP (NP (NN building)(NN material))(VP (VBN used)(PP (IN as)(NP (NN siding)(CC or)(NN roofing))))))# 
112256708	shinleaf	North	American	 (S1 (NP (NP (NNP North)(NNP American))(VP (VBN evergreen)(PP (IN with)(NP (NP (JJ small)(JJ pinkish)(JJ bell-shaped)(NNS flowers))(CC and)(NP (NP (VBG oblong)(NNS leaves))(VP (VBN used)(ADVP (RB formerly))(PP (IN for)(NP (NNS shinplasters))))))))))# 
115104860	shoddy	wool	fiber	 (S1 (NP (JJ reclaimed)(NN wool)(NN fiber)))# 
104327544	short-stop	acid	bath	 (S1 (NP (NP (DT an)(NN acid)(NN bath))(VP (VBN used)(S (VP (TO to)(VP (VB stop)(NP (NP (DT the)(NN action))(PP (IN of)(NP (DT a)(NN developer))))))))))# 
104208427	shovel	fire	iron	 (S1 (NP (NP (DT a)(NN fire)(NN iron))(VP (VBG consisting)(PP (IN of)(NP (NP (DT a)(JJ small)(NN shovel))(VP (VBN used)(S (VP (TO to)(VP (VB scoop)(NP (NNS coals)(CC or)(NNS ashes))(PP (IN in)(NP (DT a)(NN fireplace))))))))))))# 
104208210	shovel	hand	tool	 (S1 (NP (NP (DT a)(NN hand)(NN tool))(PP (IN for)(S (VP (VBG lifting)(NP (JJ loose)(NN material)))))))# 
104208760	showboat	river	steamboat	 (S1 (NP (NP (DT a)(NN river)(NN steamboat))(SBAR (WHPP (IN on)(WHNP (WDT which)))(S (NP (JJ theatrical)(NNS performances))(VP (MD could)(VP (AUX be)(VP (VBN given)(PRN (-LRB- -LRB-)(PP (ADVP (RB especially))(IN on)(NP (DT the)(NNP Mississippi)(NNP River)
102975212	showcase	glass	container	 (S1 (NP (NP (DT a)(NN glass)(NN container))(VP (VBN used)(S (VP (TO to)(VP (VB store)(CC and)(VB display)(NP (NP (NNS items))(PP (IN in)(NP (DT a)(NN shop)(CC or)(NN museum)(CC or)(NN home))))))))))# 
104208936	shower	plumbing	fixture	 (S1 (NP (NP (DT a)(NN plumbing)(NN fixture))(SBAR (WHNP (IN that))(S (NP (NNS sprays))(VP (NN water)(PP (IN over)(NP (PRP you))))))))# 
107123012	shriek	piercing	cry	 (S1 (NP (JJ sharp)(NN piercing)(NN cry)))# 
107123012	shrieking	piercing	cry	 (S1 (NP (JJ sharp)(NN piercing)(NN cry)))# 
103879116	shroud	burial	garment	 (S1 (NP (NP (NN burial)(NN garment))(SBAR (WHPP (IN in)(WHNP (WDT which)))(S (NP (DT a)(NN corpse))(VP (AUX is)(VP (VBN wrapped)))))))# 
113118569	shrublet	dwarf	shrub	 (S1 (NP (NN dwarf)(NN shrub)))# 
110594634	shutterbug	photography	enthusiast	 (S1 (NP (DT a)(NN photography)(NN enthusiast)))# 
104213353	sickle	edge	tool	 (S1 (NP (NP (DT an)(NN edge)(NN tool))(PP (IN for)(S (VP (VBG cutting)(NP (NN grass)(CC or)(NNS crops)))))))# 
112187030	Sidalcea	racemose	flowers	 (S1 (NP (ADJP (JJ genus)(PP (IN of)(S (NP (NP (JJ showy)(NNS plants))(PP (IN of)(NP (JJ western)(NNP North)(NNP America))))(VP (VP (AUXG having)(NP (JJ palmate)(NNS leaves)))(CC and)(VP (ADVP (RB variously))(VBN colored))))))(NN racemose)(NNS flowers)))#
108102282	side	family	line	 (S1 (NP (NP (DT a)(NN family)(NN line))(PP (IN of)(NP (NN descent)))))# 
108649167	side	line	segment	 (S1 (NP (NP (DT a)(NN line)(NN segment))(VP (VBG forming)(NP (NP (NN part))(PP (IN of)(NP (NP (DT the)(NN perimeter))(PP (IN of)(NP (DT a)(NN plane)(NN figure)))))))))# 
115039827	siderite	iron	ore	 (S1 (NP (NP (NN iron)(NN ore))(PP (IN in)(NP (NP (DT the)(NN form))(PP (IN of)(NP (JJ ferrous)(NN carbonate)))))))# 
100170710	sideslip	flight	maneuver	 (S1 (NP (DT a)(NN flight)(NN maneuver)))# 
104215800	side-wheeler	paddle	steamer	 (S1 (NP (NP (DT a)(NN paddle)(NN steamer))(VP (AUXG having)(NP (DT a)(NN paddle)(NN wheel))(PP (IN on)(NP (DT each)(NN side))))))# 
114843493	sienna	earth	color	 (S1 (NP (NP (DT an)(NN earth)(NN color))(VP (VBG containing)(NP (JJ ferric)(NNS oxides)))))# 
104216860	sifter	household	sieve	 (S1 (NP (NP (DT a)(NN household)(NN sieve))(PRN (-LRB- -LRB-)(PP (IN as)(PP (IN for)(NP (NN flour))))(-RRB- -RRB-))))# 
102338592	Sigmodon	cotton	rats	 (S1 (NP (JJ American)(NN cotton)(NNS rats)))# 
114150612	silicosis	lung	disease	 (S1 (NP (NP (DT a)(NN lung)(NN disease))(VP (VBN caused)(PP (IN by)(S (VP (VBG inhaling)(NP (NP (NNS particles))(PP (IN of)(NP (NN silica)(CC or)(NN quartz)(CC or)(NN slate))))))))))# 
115041911	silk	animal	fibers	 (S1 (NP (NP (NN animal)(NNS fibers))(VP (VBN produced)(PP (PP (IN by)(NP (NP (NNS silkworms))(CC and)(NP (NP (JJ other)(NNS larvae))(SBAR (WHNP (WDT that))(S (VP (VB spin)(NP (NNS cocoons))))))))(CC and)(PP (IN by)(NP (JJS most)(NNS spiders)))))))# 
103361837	silver	eating	utensils	 (S1 (NP (JJ silverware)(NN eating)(NNS utensils)))# 
101255648	singalong	group	singing	 (S1 (NP (NP (JJ informal)(NN group)(NN singing))(PP (IN of)(NP (JJ popular)(NNS songs)))))# 
101255648	singsong	group	singing	 (S1 (NP (NP (JJ informal)(NN group)(NN singing))(PP (IN of)(NP (JJ popular)(NNS songs)))))# 
101912272	Siphonophora	colonial	hydrozoans	 (S1 (NP (JJ marine)(NN colonial)(NNS hydrozoans)))# 
102315696	Sipuncula	peanut	worms	 (S1 (NP (NN peanut)(NNS worms)))# 
115042654	sisal	plant	fiber	 (S1 (NP (NP (DT a)(NN plant)(NN fiber))(VP (VBN used)(PP (IN for)(S (VP (VBG making)(NP (NN rope))))))))# 
102293974	Sitotroga	grain	moths	 (S1 (NP (NN grain)(NNS moths)))# 
100630786	sit-up	stomach	exercise	 (S1 (NP (NP (DT a)(NN stomach)(NN exercise))(SBAR (WHPP (IN in)(WHNP (WDT which)))(S (NP (DT a)(NN person))(VP (VBZ sits)(ADVP (RB up)(PP (IN from)(NP (DT a)(JJ supine)(NN position))))(PP (IN without)(S (VP (VBG using)(NP (NP (DT the)(NNS arms))(PP (IN f
